Nfactura,CODCLI,CODART,Fecha,Unidades,Precio,Costo
988,14,13,2016-12-20,86,47.99,47.99
989,14,14,2016-12-20,34,70.12,70.12
990,14,3,2016-12-20,20,349.99,349.99
1093,14,2,2017-02-20,15,129.99,129.99
1094,14,4,2017-02-20,23,299.99,299.99
1095,14,5,2017-02-20,20,549.99,549.99
1096,14,8,2017-02-20,3,179.99,179.99
1097,14,13,2017-02-20,77,47.99,47.99
1098,14,14,2017-02-20,30,70.12,70.12
1099,14,3,2017-02-20,1,349.99,349.99
1160,14,2,2017-03-20,16,129.99,129.99
1161,14,4,2017-03-20,24,299.99,299.99
1162,14,5,2017-03-20,21,549.99,549.99
1163,14,8,2017-03-20,3,179.99,179.99
1164,14,13,2017-03-20,83,47.99,47.99
1165,14,14,2017-03-20,33,70.12,70.12
1166,14,3,2017-03-20,1,349.99,349.99
1412,14,2,2017-08-20,5,129.99,129.99
1413,14,4,2017-08-20,8,299.99,299.99
1414,14,5,2017-08-20,7,549.99,549.99
1415,14,8,2017-08-20,1,179.99,179.99
1416,14,13,2017-08-20,29,47.99,47.99
1417,14,14,2017-08-20,11,70.12,70.12
1700,14,2,2017-12-20,17,129.99,129.99
1701,14,4,2017-12-20,25,299.99,299.99
1702,14,5,2017-12-20,22,549.99,549.99
1703,14,8,2017-12-20,3,179.99,179.99
1704,14,13,2017-12-20,86,47.99,47.99
1705,14,14,2017-12-20,34,70.12,70.12
1706,14,3,2017-12-20,1,349.99,349.99
1864,14,2,2018-01-20,16,129.99,129.99
1865,14,4,2018-01-20,24,299.99,299.99
1866,14,5,2018-01-20,21,549.99,549.99
1867,14,8,2018-01-20,3,179.99,179.99
1868,14,13,2018-01-20,81,47.99,47.99
1869,14,14,2018-01-20,32,70.12,70.12
1870,14,3,2018-01-20,1,349.99,349.99
1871,14,2,2018-01-20,16,129.99,129.99
1872,14,4,2018-01-20,24,299.99,299.99
1873,14,5,2018-01-20,21,549.99,549.99
1874,14,8,2018-01-20,3,179.99,179.99
1875,14,13,2018-01-20,81,47.99,47.99
1876,14,14,2018-01-20,32,70.12,70.12
1877,14,3,2018-01-20,1,349.99,349.99
2078,14,2,2018-02-20,15,129.99,129.99
2079,14,4,2018-02-20,23,299.99,299.99
2080,14,5,2018-02-20,20,549.99,549.99
2081,14,8,2018-02-20,3,179.99,179.99
2082,14,13,2018-02-20,77,47.99,47.99
2083,14,14,2018-02-20,30,70.12,70.12
2084,14,3,2018-02-20,1,349.99,349.99
2085,14,2,2018-02-20,15,129.99,129.99
2086,14,4,2018-02-20,23,299.99,299.99
2087,14,5,2018-02-20,20,549.99,549.99
2088,14,8,2018-02-20,3,179.99,179.99
2089,14,13,2018-02-20,77,47.99,47.99
2090,14,14,2018-02-20,30,70.12,70.12
2091,14,3,2018-02-20,19,349.99,349.99
2172,14,2,2018-03-20,16,129.99,129.99
2173,14,4,2018-03-20,24,299.99,299.99
2174,14,5,2018-03-20,21,549.99,549.99
2175,14,8,2018-03-20,3,179.99,179.99
2176,14,13,2018-03-20,83,47.99,47.99
2177,14,14,2018-03-20,33,70.12,70.12
2178,14,3,2018-03-20,1,349.99,349.99
2268,14,2,2018-04-20,15,129.99,129.99
2269,14,4,2018-04-20,22,299.99,299.99
2270,14,5,2018-04-20,19,549.99,549.99
2271,14,8,2018-04-20,3,179.99,179.99
2272,14,13,2018-04-20,76,47.99,47.99
2273,14,14,2018-04-20,30,70.12,70.12
2274,14,3,2018-04-20,1,349.99,349.99
2507,14,2,2018-08-20,5,129.99,129.99
2508,14,4,2018-08-20,8,299.99,299.99
2509,14,5,2018-08-20,7,549.99,549.99
2510,14,8,2018-08-20,1,179.99,179.99
2511,14,13,2018-08-20,29,47.99,47.99
2512,14,14,2018-08-20,11,70.12,70.12
2795,14,2,2018-12-20,17,129.99,129.99
2796,14,4,2018-12-20,25,299.99,299.99
2797,14,5,2018-12-20,22,549.99,549.99
2798,14,8,2018-12-20,3,179.99,179.99
2799,14,13,2018-12-20,86,47.99,47.99
2800,14,14,2018-12-20,34,70.12,70.12
2801,14,3,2018-12-20,1,349.99,349.99
2895,14,2,2019-01-20,16,129.99,129.99
2896,14,4,2019-01-20,24,299.99,299.99
2897,14,5,2019-01-20,21,549.99,549.99
2898,14,8,2019-01-20,3,179.99,179.99
2899,14,13,2019-01-20,81,47.99,47.99
2900,14,14,2019-01-20,32,70.12,70.12
2901,14,3,2019-01-20,1,349.99,349.99
3003,14,2,2019-02-14,15,129.99,129.99
3004,14,4,2019-02-14,23,299.99,299.99
3005,14,5,2019-02-14,20,549.99,549.99
3006,14,8,2019-02-14,3,179.99,179.99
3007,14,13,2019-02-14,77,47.99,47.99
3008,14,14,2019-02-14,30,70.12,70.12
3009,14,3,2019-02-14,1,349.99,349.99
3033,14,2,2019-02-15,15,129.99,129.99
3034,14,4,2019-02-15,23,299.99,299.99
3035,14,5,2019-02-16,20,549.99,549.99
3036,14,8,2019-02-17,3,179.99,179.99
3037,14,13,2019-02-17,77,47.99,47.99
3038,14,14,2019-02-18,30,70.12,70.12
3039,14,3,2019-02-18,1,349.99,349.99
3043,14,2,2019-02-20,20,129.99,129.99
3044,14,4,2019-02-21,23,299.99,299.99
3045,14,5,2019-02-22,20,549.99,549.99
3046,14,8,2019-02-23,20,179.99,179.99
3047,14,13,2019-02-24,18,47.99,47.99
3048,14,14,2019-02-24,30,70.12,70.12
3094,14,2,2019-03-20,16,129.99,129.99
3095,14,4,2019-03-20,24,299.99,299.99
3096,14,5,2019-03-20,21,549.99,549.99
3097,14,8,2019-03-20,3,179.99,179.99
3098,14,13,2019-03-20,83,47.99,47.99
3099,14,14,2019-03-20,33,70.12,70.12
3100,14,3,2019-03-20,1,349.99,349.99
3190,14,2,2019-04-20,15,129.99,129.99
3191,14,4,2019-04-20,22,299.99,299.99
3192,14,5,2019-04-20,19,549.99,549.99
3193,14,8,2019-04-20,3,179.99,179.99
3194,14,13,2019-04-20,76,47.99,47.99
3195,14,14,2019-04-20,30,70.12,70.12
3196,14,3,2019-04-20,1,349.99,349.99
3498,14,2,2019-12-30,16,129.99,129.99
3499,14,4,2019-12-31,24,299.99,299.99
3500,14,5,2020-01-01,21,549.99,549.99
3501,14,8,2020-01-02,3,179.99,179.99
3502,14,13,2020-01-03,81,47.99,47.99
3503,14,14,2020-01-04,32,70.12,70.12
3504,14,3,2020-01-05,1,349.99,349.99
3605,14,2,2020-04-15,15,129.99,129.99
3606,14,4,2020-04-16,23,299.99,299.99
3607,14,5,2020-04-17,20,549.99,549.99
3608,14,8,2020-04-18,3,179.99,179.99
3609,14,13,2020-04-19,77,47.99,47.99
3610,14,14,2020-04-20,30,70.12,70.12
3611,14,3,2020-04-21,1,349.99,349.99
3672,14,2,2020-06-21,16,129.99,129.99
3673,14,4,2020-06-22,24,299.99,299.99
3674,14,5,2020-06-23,21,549.99,549.99
3675,14,8,2020-06-24,3,179.99,179.99
3676,14,13,2020-06-25,83,47.99,47.99
3677,14,14,2020-06-26,33,70.12,70.12
3678,14,3,2020-06-27,1,349.99,349.99
3768,14,2,2020-09-25,15,129.99,129.99
3769,14,4,2020-09-26,22,299.99,299.99
3770,14,5,2020-09-27,19,549.99,549.99
3771,14,8,2020-09-28,3,179.99,179.99
3772,14,13,2020-09-29,76,47.99,47.99
3773,14,14,2020-09-30,30,70.12,70.12
3774,14,3,2020-10-01,1,349.99,349.99
51,12,1,2013-02-24,22,612.25,612.25
52,12,2,2013-02-25,17,129.99,129.99
53,12,5,2013-02-26,21,549.99,549.99
54,12,8,2013-02-27,9,179.99,179.99
55,12,12,2013-02-28,32,47.56,47.56
56,12,15,2013-03-01,65,54.23,54.23
57,12,3,2013-03-02,1,349.99,349.99
466,12,1,2014-04-15,17,612.25,612.25
467,12,2,2014-04-16,13,129.99,129.99
468,12,5,2014-04-17,15,549.99,549.99
469,12,8,2014-04-18,7,179.99,179.99
470,12,12,2014-04-19,24,47.56,47.56
471,12,15,2014-04-20,48,54.23,54.23
472,12,3,2014-04-21,1,349.99,349.99
769,12,1,2015-02-12,22,612.25,612.25
770,12,2,2015-02-13,17,129.99,129.99
771,12,5,2015-02-14,21,549.99,549.99
772,12,8,2015-02-15,9,179.99,179.99
773,12,12,2015-02-16,32,47.56,47.56
774,12,15,2015-02-17,64,54.23,54.23
775,12,3,2015-02-18,15,349.99,349.99
948,12,1,2015-08-10,27,612.25,612.25
949,12,2,2015-08-11,21,129.99,129.99
950,12,5,2015-08-12,25,549.99,549.99
951,12,8,2015-08-13,11,179.99,179.99
952,12,12,2015-08-14,39,47.56,47.56
953,12,15,2015-08-15,78,54.23,54.23
954,12,3,2015-08-16,1,349.99,349.99
1363,12,1,2016-09-28,20,612.25,612.25
1364,12,2,2016-09-29,16,129.99,129.99
1365,12,5,2016-09-30,19,549.99,549.99
1366,12,8,2016-10-01,8,179.99,179.99
1367,12,12,2016-10-02,29,47.56,47.56
1368,12,15,2016-10-03,59,54.23,54.23
1369,12,3,2016-10-04,1,349.99,349.99
1666,12,1,2017-07-28,27,612.25,612.25
1667,12,2,2017-07-29,21,129.99,129.99
1668,12,5,2017-07-30,25,549.99,549.99
1669,12,8,2017-07-31,11,179.99,179.99
1670,12,12,2017-08-01,39,47.56,47.56
1671,12,15,2017-08-02,78,54.23,54.23
1672,12,3,2017-08-03,1,349.99,349.99
1845,12,1,2018-01-23,32,612.25,612.25
1846,12,2,2018-01-24,25,129.99,129.99
1847,12,5,2018-01-25,30,549.99,549.99
1848,12,8,2018-01-26,13,179.99,179.99
1849,12,12,2018-01-27,46,47.56,47.56
1850,12,15,2018-01-28,92,54.23,54.23
1851,12,3,2018-01-29,2,349.99,349.99
2214,12,1,2019-01-27,17,612.25,612.25
2215,12,2,2019-01-28,13,129.99,129.99
2216,12,5,2019-01-29,15,549.99,549.99
2217,12,8,2019-01-30,7,179.99,179.99
2218,12,12,2019-01-31,24,47.56,47.56
2219,12,15,2019-02-01,48,54.23,54.23
2220,12,3,2019-02-02,1,349.99,349.99
175,12,1,2015-11-20,22,612.25,612.25
176,12,2,2015-11-20,17,129.99,129.99
177,12,5,2015-11-20,21,549.99,549.99
178,12,8,2015-11-20,9,179.99,179.99
179,12,12,2015-11-20,32,47.56,47.56
180,12,15,2015-11-20,64,54.23,54.23
181,12,3,2015-11-20,1,349.99,349.99
256,12,1,2016-01-20,22,612.25,612.25
257,12,2,2016-01-20,17,129.99,129.99
258,12,5,2016-01-20,21,549.99,549.99
259,12,8,2016-01-20,9,179.99,179.99
260,12,12,2016-01-20,32,47.56,47.56
261,12,15,2016-01-20,65,54.23,54.23
262,12,3,2016-01-20,20,349.99,349.99
588,12,1,2016-06-20,17,612.25,612.25
589,12,2,2016-06-20,13,129.99,129.99
590,12,5,2016-06-20,15,549.99,549.99
591,12,8,2016-06-20,7,179.99,179.99
592,12,12,2016-06-20,24,47.56,47.56
593,12,15,2016-06-20,48,54.23,54.23
594,12,3,2016-06-20,20,349.99,349.99
891,12,1,2016-11-20,22,612.25,612.25
892,12,2,2016-11-20,17,129.99,129.99
893,12,5,2016-11-20,21,549.99,549.99
894,12,8,2016-11-20,9,179.99,179.99
895,12,12,2016-11-20,32,47.56,47.56
896,12,15,2016-11-20,64,54.23,54.23
897,12,3,2016-11-20,20,349.99,349.99
1304,12,1,2017-06-20,17,612.25,612.25
1305,12,2,2017-06-20,13,129.99,129.99
1306,12,5,2017-06-20,15,549.99,549.99
1307,12,8,2017-06-20,7,179.99,179.99
1308,12,12,2017-06-20,24,47.56,47.56
1309,12,15,2017-06-20,48,54.23,54.23
1310,12,3,2017-06-20,1,349.99,349.99
1607,12,1,2017-11-20,22,612.25,612.25
1608,12,2,2017-11-20,17,129.99,129.99
1609,12,5,2017-11-20,21,549.99,549.99
1610,12,8,2017-11-20,9,179.99,179.99
1611,12,12,2017-11-20,32,47.56,47.56
1612,12,15,2017-11-20,64,54.23,54.23
1613,12,3,2017-11-20,1,349.99,349.99
1836,12,1,2018-01-20,22,612.25,612.25
1837,12,2,2018-01-20,17,129.99,129.99
1838,12,5,2018-01-20,21,549.99,549.99
1839,12,8,2018-01-20,9,179.99,179.99
1840,12,12,2018-01-20,32,47.56,47.56
1841,12,15,2018-01-20,65,54.23,54.23
1842,12,3,2018-01-20,1,349.99,349.99
1843,12,1,2018-01-20,22,612.25,612.25
1844,12,2,2018-01-20,17,129.99,129.99
1845,12,5,2018-01-20,21,549.99,549.99
1846,12,8,2018-01-20,9,179.99,179.99
1847,12,12,2018-01-20,32,47.56,47.56
1848,12,15,2018-01-20,65,54.23,54.23
1849,12,3,2018-01-20,1,349.99,349.99
2399,12,1,2018-06-20,17,612.25,612.25
2400,12,2,2018-06-20,13,129.99,129.99
2401,12,5,2018-06-20,15,549.99,549.99
2402,12,8,2018-06-20,7,179.99,179.99
2403,12,12,2018-06-20,24,47.56,47.56
2404,12,15,2018-06-20,48,54.23,54.23
2405,12,3,2018-06-20,1,349.99,349.99
2702,12,1,2018-11-20,22,612.25,612.25
2703,12,2,2018-11-20,17,129.99,129.99
2704,12,5,2018-11-20,21,549.99,549.99
2705,12,8,2018-11-20,9,179.99,179.99
2706,12,12,2018-11-20,32,47.56,47.56
2707,12,15,2018-11-20,64,54.23,54.23
2708,12,3,2018-11-20,1,349.99,349.99
2881,12,1,2019-01-20,22,612.25,612.25
2882,12,2,2019-01-20,17,129.99,129.99
2883,12,5,2019-01-20,21,549.99,549.99
2884,12,8,2019-01-20,9,179.99,179.99
2885,12,12,2019-01-20,32,47.56,47.56
2886,12,15,2019-01-20,65,54.23,54.23
2887,12,3,2019-01-20,1,349.99,349.99
3340,12,1,2019-07-25,22,612.25,612.25
3341,12,2,2019-07-26,17,129.99,129.99
3342,12,5,2019-07-27,21,549.99,549.99
3343,12,8,2019-07-28,9,179.99,179.99
3344,12,12,2019-07-29,32,47.56,47.56
3345,12,15,2019-07-30,65,54.23,54.23
3353,12,1,2019-08-07,22,612.25,612.25
3354,12,2,2019-08-08,25,129.99,129.99
3355,12,5,2019-08-09,27,549.99,549.99
3356,12,8,2019-08-10,15,179.99,179.99
3357,12,12,2019-08-11,28,47.56,47.56
3358,12,15,2019-08-12,50,54.23,54.23
3413,12,1,2019-10-06,22,612.25,612.25
3414,12,2,2019-10-07,17,129.99,129.99
3415,12,5,2019-10-08,21,549.99,549.99
3416,12,8,2019-10-09,9,179.99,179.99
3417,12,12,2019-10-10,32,47.56,47.56
3418,12,15,2019-10-11,65,54.23,54.23
3426,12,1,2019-10-19,22,612.25,612.25
3427,12,2,2019-10-20,25,129.99,129.99
3428,12,5,2019-10-21,27,549.99,549.99
3429,12,8,2019-10-22,15,179.99,179.99
3430,12,12,2019-10-23,28,47.56,47.56
3431,12,15,2019-10-24,50,54.23,54.23
3433,12,1,2019-10-26,22,612.25,612.25
3484,12,1,2019-12-16,22,612.25,612.25
3485,12,2,2019-12-17,17,129.99,129.99
3486,12,5,2019-12-18,21,549.99,549.99
3487,12,8,2019-12-19,9,179.99,179.99
3488,12,12,2019-12-20,32,47.56,47.56
3489,12,15,2019-12-21,65,54.23,54.23
3490,12,3,2019-12-22,1,349.99,349.99
79,16,1,2013-03-24,22,551.02,413.27
80,16,2,2013-03-25,17,116.99,98.27
81,16,8,2013-03-26,19,161.99,136.07
82,16,10,2013-03-27,1,215.99,183.59
83,16,12,2013-03-28,32,42.8,35.95
84,16,15,2013-03-29,65,48.81,41.0
186,16,1,2013-07-09,21,551.02,413.27
187,16,2,2013-07-10,16,116.99,98.27
188,16,8,2013-07-11,18,161.99,136.07
189,16,10,2013-07-12,1,215.99,183.59
190,16,12,2013-07-13,30,42.8,35.95
191,16,15,2013-07-14,61,48.81,41.0
409,16,1,2014-02-17,20,551.02,413.27
410,16,2,2014-02-18,16,116.99,98.27
411,16,8,2014-02-19,17,161.99,136.07
412,16,10,2014-02-20,1,215.99,183.59
413,16,12,2014-02-21,29,42.8,35.95
414,16,15,2014-02-22,58,48.81,41.0
580,16,1,2014-08-07,8,551.02,418.78
581,16,2,2014-08-08,6,116.99,99.44
582,16,8,2014-08-09,7,161.99,137.69
583,16,12,2014-08-10,11,42.8,35.95
584,16,15,2014-08-11,23,48.81,41.0
648,16,1,2014-10-14,16,551.02,413.27
649,16,2,2014-10-15,13,116.99,98.27
650,16,8,2014-10-16,14,161.99,136.07
651,16,10,2014-10-17,1,215.99,183.59
652,16,12,2014-10-18,24,42.8,35.95
653,16,15,2014-10-19,48,48.81,41.0
790,16,1,2015-03-05,22,551.02,413.27
791,16,2,2015-03-06,17,116.99,98.27
792,16,8,2015-03-07,19,161.99,136.07
793,16,10,2015-03-08,1,215.99,183.59
794,16,12,2015-03-09,32,42.8,35.95
795,16,15,2015-03-10,64,48.81,41.0
876,16,1,2015-05-30,24,551.02,413.27
877,16,2,2015-05-31,18,116.99,98.27
878,16,8,2015-06-01,20,161.99,136.07
879,16,10,2015-06-02,1,215.99,183.59
880,16,12,2015-06-03,34,42.8,35.95
881,16,15,2015-06-04,68,48.81,41.0
976,16,1,2015-09-07,27,551.02,413.27
977,16,2,2015-09-08,21,116.99,98.27
978,16,8,2015-09-09,23,161.99,136.07
979,16,10,2015-09-10,1,215.99,183.59
980,16,12,2015-09-11,39,42.8,35.95
981,16,15,2015-09-12,78,48.81,41.0
1083,16,1,2015-12-23,26,551.02,413.27
1084,16,2,2015-12-24,20,116.99,98.27
1085,16,8,2015-12-25,22,161.99,136.07
1086,16,10,2015-12-26,1,215.99,183.59
1087,16,12,2015-12-27,37,42.8,35.95
1088,16,15,2015-12-28,74,48.81,41.0
1306,16,1,2016-08-02,24,551.02,413.27
1307,16,2,2016-08-03,19,116.99,98.27
1308,16,8,2016-08-04,21,161.99,136.07
1309,16,10,2016-08-05,1,215.99,183.59
1310,16,12,2016-08-06,35,42.8,35.95
1311,16,15,2016-08-07,71,48.81,41.0
1477,16,1,2017-01-20,9,551.02,418.78
1478,16,2,2017-01-21,7,116.99,99.44
1479,16,8,2017-01-22,8,161.99,137.69
1480,16,12,2017-01-23,13,42.8,35.95
1481,16,15,2017-01-24,26,48.81,41.0
1545,16,1,2017-03-29,20,551.02,413.27
1546,16,2,2017-03-30,16,116.99,98.27
1547,16,8,2017-03-31,17,161.99,136.07
1548,16,10,2017-04-01,1,215.99,183.59
1549,16,12,2017-04-02,29,42.8,35.95
1550,16,15,2017-04-03,58,48.81,41.0
1687,16,1,2017-08-18,27,551.02,413.27
1688,16,2,2017-08-19,21,116.99,98.27
1689,16,8,2017-08-20,23,161.99,136.07
1690,16,10,2017-08-21,1,215.99,183.59
1691,16,12,2017-08-22,39,42.8,35.95
1692,16,15,2017-08-23,78,48.81,41.0
1773,16,1,2017-11-12,29,551.02,413.27
1774,16,2,2017-11-13,22,116.99,98.27
1775,16,8,2017-11-14,24,161.99,136.07
1776,16,10,2017-11-15,2,215.99,183.59
1777,16,12,2017-11-16,41,42.8,35.95
1778,16,15,2017-11-17,83,48.81,41.0
1873,16,1,2018-02-20,32,551.02,413.27
1874,16,2,2018-02-21,25,116.99,98.27
1875,16,8,2018-02-22,27,161.99,136.07
1876,16,10,2018-02-23,2,215.99,183.59
1877,16,12,2018-02-24,46,42.8,35.95
1878,16,15,2018-02-25,92,48.81,41.0
1980,16,1,2018-06-07,30,551.02,413.27
1981,16,2,2018-06-08,24,116.99,98.27
1982,16,8,2018-06-09,26,161.99,136.07
1983,16,10,2018-06-10,2,215.99,183.59
1984,16,12,2018-06-11,43,42.8,35.95
1985,16,15,2018-06-12,87,48.81,41.0
2157,16,1,2018-12-01,20,551.02,413.27
2158,16,2,2018-12-02,16,116.99,98.27
2159,16,8,2018-12-03,17,161.99,136.07
2160,16,10,2018-12-04,200,215.99,183.59
2161,16,12,2018-12-05,29,42.8,35.95
2162,16,15,2018-12-06,58,48.81,41.0
2328,16,1,2019-05-21,8,551.02,418.78
2329,16,2,2019-05-22,6,116.99,99.44
2330,16,8,2019-05-23,7,161.99,137.69
2331,16,12,2019-05-24,11,42.8,35.95
2332,16,15,2019-05-25,23,48.81,41.0
54,16,1,2015-09-21,16,551.02,413.27
55,16,2,2015-09-21,13,116.99,98.27
56,16,8,2015-09-21,14,161.99,136.07
57,16,10,2015-09-21,1,215.99,183.59
58,16,12,2015-09-21,24,42.8,35.95
59,16,15,2015-09-21,48,48.81,41.0
196,16,1,2015-11-21,22,551.02,413.27
197,16,2,2015-11-21,17,116.99,98.27
198,16,8,2015-11-21,19,161.99,136.07
199,16,10,2015-11-21,1,215.99,183.59
200,16,12,2015-11-21,32,42.8,35.95
201,16,15,2015-11-21,64,48.81,41.0
284,16,1,2016-01-21,22,551.02,413.27
285,16,2,2016-01-21,17,116.99,98.27
286,16,8,2016-01-21,19,161.99,136.07
287,16,10,2016-01-21,80,215.99,183.59
288,16,12,2016-01-21,25,42.8,35.95
289,16,15,2016-01-21,65,48.81,41.0
391,16,1,2016-02-21,21,551.02,413.27
392,16,2,2016-02-21,16,116.99,98.27
393,16,8,2016-02-21,18,161.99,136.07
394,16,10,2016-02-21,20,215.99,183.59
395,16,12,2016-02-21,30,42.8,35.95
396,16,15,2016-02-21,61,48.81,41.0
531,16,1,2016-05-21,20,551.02,413.27
532,16,2,2016-05-21,16,116.99,98.27
533,16,8,2016-05-21,17,161.99,136.07
534,16,10,2016-05-21,200,215.99,183.59
535,16,12,2016-05-21,29,42.8,35.95
536,16,15,2016-05-21,58,48.81,41.0
702,16,1,2016-08-21,8,551.02,418.78
703,16,2,2016-08-21,6,116.99,99.44
704,16,8,2016-08-21,7,161.99,137.69
705,16,12,2016-08-21,11,42.8,35.95
706,16,15,2016-08-21,23,48.81,41.0
770,16,1,2016-09-21,16,551.02,413.27
771,16,2,2016-09-21,13,116.99,98.27
772,16,8,2016-09-21,14,161.99,136.07
773,16,10,2016-09-21,20,215.99,183.59
774,16,12,2016-09-21,24,42.8,35.95
775,16,15,2016-09-21,48,48.81,41.0
912,16,1,2016-11-21,22,551.02,413.27
913,16,2,2016-11-21,17,116.99,98.27
914,16,8,2016-11-21,19,161.99,136.07
915,16,10,2016-11-21,20,215.99,183.59
916,16,12,2016-11-21,32,42.8,35.95
917,16,15,2016-11-21,64,48.81,41.0
998,16,1,2016-12-21,24,551.02,413.27
999,16,2,2016-12-21,18,116.99,98.27
1000,16,8,2016-12-21,20,161.99,136.07
1001,16,10,2016-12-21,20,215.99,183.59
1002,16,12,2016-12-21,34,42.8,35.95
1003,16,15,2016-12-21,68,48.81,41.0
1107,16,1,2017-02-21,21,551.02,413.27
1108,16,2,2017-02-21,16,116.99,98.27
1109,16,8,2017-02-21,18,161.99,136.07
1110,16,10,2017-02-21,1,215.99,183.59
1111,16,12,2017-02-21,30,42.8,35.95
1112,16,15,2017-02-21,61,48.81,41.0
1247,16,1,2017-05-21,20,551.02,413.27
1248,16,2,2017-05-21,16,116.99,98.27
1249,16,8,2017-05-21,17,161.99,136.07
1250,16,10,2017-05-21,200,215.99,183.59
1251,16,12,2017-05-21,29,42.8,35.95
1252,16,15,2017-05-21,58,48.81,41.0
1418,16,1,2017-08-21,8,551.02,418.78
1419,16,2,2017-08-21,6,116.99,99.44
1420,16,8,2017-08-21,7,161.99,137.69
1421,16,12,2017-08-21,11,42.8,35.95
1422,16,15,2017-08-21,23,48.81,41.0
1486,16,1,2017-09-21,16,551.02,413.27
1487,16,2,2017-09-21,13,116.99,98.27
1488,16,8,2017-09-21,14,161.99,136.07
1489,16,10,2017-09-21,1,215.99,183.59
1490,16,12,2017-09-21,24,42.8,35.95
1491,16,15,2017-09-21,48,48.81,41.0
1628,16,1,2017-11-21,22,551.02,413.27
1629,16,2,2017-11-21,17,116.99,98.27
1630,16,8,2017-11-21,19,161.99,136.07
1631,16,10,2017-11-21,1,215.99,183.59
1632,16,12,2017-11-21,32,42.8,35.95
1633,16,15,2017-11-21,64,48.81,41.0
1714,16,1,2017-12-21,24,551.02,413.27
1715,16,2,2017-12-21,18,116.99,98.27
1716,16,8,2017-12-21,20,161.99,136.07
1717,16,10,2017-12-21,1,215.99,183.59
1718,16,12,2017-12-21,34,42.8,35.95
1719,16,15,2017-12-21,68,48.81,41.0
1892,16,1,2018-01-21,22,551.02,413.27
1893,16,2,2018-01-21,17,116.99,98.27
1894,16,8,2018-01-21,19,161.99,136.07
1895,16,10,2018-01-21,80,215.99,183.59
1896,16,12,2018-01-21,25,42.8,35.95
1897,16,15,2018-01-21,65,48.81,41.0
1898,16,1,2018-01-21,22,551.02,413.27
1899,16,2,2018-01-21,17,116.99,98.27
1900,16,8,2018-01-21,19,161.99,136.07
1901,16,10,2018-01-21,80,215.99,183.59
1902,16,12,2018-01-21,25,42.8,35.95
1903,16,15,2018-01-21,65,48.81,41.0
2106,16,1,2018-02-21,21,551.02,413.27
2107,16,2,2018-02-21,16,116.99,98.27
2108,16,8,2018-02-21,18,161.99,136.07
2109,16,10,2018-02-21,1,215.99,183.59
2110,16,12,2018-02-21,30,42.8,35.95
2111,16,15,2018-02-21,61,48.81,41.0
2112,16,1,2018-02-21,21,551.02,413.27
2113,16,2,2018-02-21,16,116.99,98.27
2114,16,8,2018-02-21,18,161.99,136.07
2115,16,10,2018-02-21,1,215.99,183.59
2116,16,12,2018-02-21,30,42.8,35.95
2117,16,15,2018-02-21,61,48.81,41.0
2342,16,1,2018-05-21,20,551.02,413.27
2343,16,2,2018-05-21,16,116.99,98.27
2344,16,8,2018-05-21,17,161.99,136.07
2345,16,10,2018-05-21,200,215.99,183.59
2346,16,12,2018-05-21,29,42.8,35.95
2347,16,15,2018-05-21,58,48.81,41.0
2513,16,1,2018-08-21,8,551.02,418.78
2514,16,2,2018-08-21,6,116.99,99.44
2515,16,8,2018-08-21,7,161.99,137.69
2516,16,12,2018-08-21,11,42.8,35.95
2517,16,15,2018-08-21,23,48.81,41.0
2581,16,1,2018-09-21,16,551.02,413.27
2582,16,2,2018-09-21,13,116.99,98.27
2583,16,8,2018-09-21,14,161.99,136.07
2584,16,10,2018-09-21,1,215.99,183.59
2585,16,12,2018-09-21,24,42.8,35.95
2586,16,15,2018-09-21,48,48.81,41.0
2723,16,1,2018-11-21,22,551.02,413.27
2724,16,2,2018-11-21,17,116.99,98.27
2725,16,8,2018-11-21,19,161.99,136.07
2726,16,10,2018-11-21,1,215.99,183.59
2727,16,12,2018-11-21,32,42.8,35.95
2728,16,15,2018-11-21,64,48.81,41.0
2809,16,1,2018-12-21,24,551.02,413.27
2810,16,2,2018-12-21,18,116.99,98.27
2811,16,8,2018-12-21,20,161.99,136.07
2812,16,10,2018-12-21,1,215.99,183.59
2813,16,12,2018-12-21,34,42.8,35.95
2814,16,15,2018-12-21,68,48.81,41.0
2909,16,1,2019-01-21,22,551.02,413.27
2910,16,2,2019-01-21,17,116.99,98.27
2911,16,8,2019-01-21,19,161.99,136.07
2912,16,10,2019-01-21,1,215.99,183.59
2913,16,12,2019-01-21,32,42.8,35.95
2914,16,15,2019-01-21,65,48.81,41.0
3017,16,1,2019-02-14,21,551.02,413.27
3018,16,2,2019-02-14,16,116.99,98.27
3019,16,8,2019-02-14,18,161.99,136.07
3020,16,10,2019-02-14,1,215.99,183.59
3021,16,12,2019-02-14,30,42.8,35.95
3022,16,15,2019-02-14,61,48.81,41.0
3264,16,1,2019-05-21,20,551.02,413.27
3265,16,2,2019-05-21,16,116.99,98.27
3266,16,8,2019-05-21,17,161.99,136.07
3267,16,10,2019-05-21,1,215.99,183.59
3268,16,12,2019-05-21,29,42.8,35.95
3269,16,15,2019-05-21,58,48.81,41.0
3512,16,1,2020-01-13,22,551.02,413.27
3513,16,2,2020-01-14,17,116.99,98.27
3514,16,8,2020-01-15,19,161.99,136.07
3515,16,10,2020-01-16,1,215.99,183.59
3516,16,12,2020-01-17,32,42.8,35.95
